[1, "No, never that  https://t.co/BI4QXAUYio"]
[313, "This is why I hate cleaning. Now, I'm gonna be sneezing around all day long"]
[314, "Like a fever breaking all around her \nWhite dress in the rain \nIt was the first day of forever\nAnd I never was the same"]
[315, "The only part they forgot is throwing the phone across the room after each step.\n@Odd_Stephanie  https://t.co/UcVDPw8rt5"]
[316, "NOW PLAYING Cat Scratch Fever \"1977\" by  Ted Nugent LISTEN:  https://t.co/FTLomvK7zi"]
[317, "@mulliniallgirl apenas deixa o tempo e as coisas flu\u00edrem, voc\u00ea vai se reconhecendo nesse caminho"]
[318, "RT @_kaci_lee: Having tattoo fever."]
[319, "@LaBriaNicole_ he had the flu and was doing drugs too. So they say"]
[320, "RT @DaRealShawnaB: I'm always having baby fever.. Not that I want kids now I just LOVE beautiful babies."]
[321, "@MATHHOFFA right doubt it the average flu no swine h1n1 none of that? Nah"]
[322, "Think Lowkey my fam just has baby fever because all the babies in the family aren't babies anymore lmao"]
[323, "I have jungle fever!"]
[324, "https://t.co/zahR4NG3yq Miami Sweet Fever (2016)"]
[325, "@ifarish that makes no sense..why would someone vomit that out take pictures &amp; show it to people. @usefulOidiot @nAAYf @NooshinWaheed @EhJu"]
[326, "@_dirtydiana97 Someone mentioned the tear when it was there. Was when \"flu\" was stated and he was quiet. Just thought it was a tough 1."]
[327, "woke up and caught a flu :("]
[328, "Coke on her black skin made a stripe like a zebra, I call that jungle fever"]
[329, "RT @subs0nics: After running out of regular cold & flu tablets, I'm pretty sure the PE in sudafedPE stands for placebo effect. A"]
[330, "RT @kaykaybiebss: I have jungle fever!"]
[331, "Ainda tenho que ouvir que a torcida do Botafogo \u00e9 maior do que a do flu pqpqpqpq KKKKKKKK"]
[332, "RT @AshleySmashlaay: highkey jungle fever"]
[333, "@__missstaylor lmao I hear ya. But don't be out there tryna shake that ass and sneezing on people at the same time"]
[334, "RT @Kcsimonsen: Just watched about 20 minutes worth of that new Beyonc\u00e9 video-album, 10/10 would vomit again if I had to see it again."]
[335, "RT @gk_goran: Just looking at her makes me want to vomit!\n#auspol https://t.co/TcbyKr9f0k"]
[336, "Vinny was laughing at me while I was sneezing lol"]
[337, "@TrayvonBromell  you did this after the flu amazing \nCan't wait till rio\n\nhttps://t.co/XlBsJQoxfm"]
[338, "Omg I had a flu and fever yesterday and played football and night. Now I'm feeling better :) #SweatItOut"]
[339, "caught a flu vi"]
[340, "Hoje eu quero ler aquele famoso \" gol deles\" no tt do Flu"]
[341, "I missed the first two days (and the fever) for the May Day battle event.. and I just realized the loyalty prizes are 600 kashiwa-mochi.."]
[342, "I really need to make this Baby fever go away lol"]
[343, "Ever since the \"Summer of Death\" in 2009 when all those celebrities died I have a hard time believing celebrities like prince dies of a flu."]
[344, "I liked a @YouTube video https://t.co/BEwxZg5bXM Angry Birds Epic - The Angry Birds Movie Fever Event 4-6!"]
[345, "RT @YoshiOMG: i refuse to believe Prince died of the flu, and imma just leave it at that."]
[346, "Flu e Botafogo reeditam semi de 2015 e decidem vaga na final do Carioca https://t.co/pUhqgAZsNN || #GloboEsporte"]
[347, "@__rosaalieeee good luck lol I'm barely getting over the flu"]
[348, "Currently sneezing my life away."]
[349, "Rally Fever available as a Nook Book!\r https://t.co/ZssoajS75A https://t.co/VqRDQ634AR"]
[350, "One of us looks like a pile of dog vomit and the other one is @connordenis https://t.co/9XS8Hnjtwr"]
[351, "Guys i held a baby today the fever is strong https://t.co/G2PWFDVCQd"]
[352, "@JBUTtgod you missed the point. Rolling Papers, Cabin Fever, Kush and Orange Juice are all good records. After RP is mediocre save BH"]
[353, "RT @tlums: One of us looks like a pile of dog vomit and the other one is @connordenis https://t.co/9XS8Hnjtwr"]
[354, "Must cop .. https://t.co/5Frgc5p7wC"]
[355, "The Olsen Twins Hiding From the Paparazzi Museum Exhibit Is a Beautiful Fever Dream https://t.co/xhoKWAZGny via @TheCut"]
[356, "RT @brownjenjen: The Diego Simeone love-in reaches fever pitch as Barcelona are... #Barcelona https://t.co/pxC8Y2Rpvl"]
[357, "Kasagsagan ng Heneral Luna fever: Bayan bago sarili!\n\nDuterte wants to sever ties with US and Australia: Hindi pwede, kailangan natin sila."]
[358, "Swifts set up netball blockbuster after defeating West Coast Fever - TVNZ -  https://t.co/mrYNcQiO2F"]
[359, "Mild flu season winding down, still widespread in Northeast - https://t.co/Nmti5rEOxB"]
[360, "Swifts set up netball blockbuster after defeating West Coast Fever - TVNZ -  https://t.co/UNM4YpY0lc"]
[361, "[RESEP] Sup Jagung Rosemary --&gt; https://t.co/eC7AMSEZGj Resep mudah dan pas untuk flu atau kurang enak badan. @Warung_Blogger #HappyBlogging"]
[362, "RT @IAMLAURACAIN: READING MESSAGES FROM FIVE YEARS AGO MAKES YOU WANT TO VOMIT"]
[363, "@TrevinoVictoria i tried it once and omfg i had THE WORST diarrhea ever"]
[364, "NSW Swifts set up Queensland Firebirds blockbuster after West Coast Fever win https://t.co/6W7Wqwain9 (News) #brisbane #qld"]
[365, "Flu, Cold, Nasty Symptoms and Natural Remedy https://t.co/t7vp8maZ7p"]
[366, "RT @anilsillay: One word ..... Hilarious !\nHOUSEFULL3 Trailer Today https://t.co/PcdY0DsyLv"]
[367, "I'm sneezing every five minutes it's annoying"]
[368, "I swear my lips look dehydrated in any type of mauve lipsticks"]
[369, "RT @bretmanrock: I swear my lips look dehydrated in any type of mauve lipsticks"]
[370, "Getting fussed over my sister in-law, sister fussing over the baby. This is like being on holiday. Except with the flu &amp; croup. #CloseEnough"]
[371, "all the young drag queens who shade and drag the older queens make me want to vomit and set a house on fire"]
[372, "Both r okay. No flu. No fever no nothing. And its not even hot in here. I didn't even go out in the sun. https://t.co/2wokoNFD44"]
[373, "@Gunmaster_G9 One is deluxe vomit other is a grand vomit"]
[374, "@Vanhonker @WingstopCEO @StuAthProblems vomit"]
[375, "Flu:("]
[376, "I'm dehydrated as fuck everything hurts"]
[377, "Feel like I'm going to vomit. I just want to sleep."]
[378, "Same  https://t.co/bcgUUI55uM"]
[379, "Fucking word vomit man."]
[380, "Also, 'Upward Over The Mountain' &amp; 'Fever dream'. Basically all of the songs are relaxing, don't forget to close your eyes when listen to it"]
[381, "thankful for my partner in crime &amp; her \"bless u\" texts I get every time she hears me sneezing from my bedroom :') https://t.co/6OY8DJbrVV"]
[382, "Seven Modern Plagues: And How We Are Causing Them Epidemiologists Are Braced for the Big One: The Strain of Flu That https://t.co/wiRxo6QbLU"]
[383, "I still love you &amp; your make up. Salute https://t.co/ZFWOYAyx2i"]
[384, "april flu https://t.co/Cjn9eosiWx"]
[385, "Is the bird flu still going around ? If so I deffo have it, this flu is knocking me for 6"]
[386, "RT @briannnagalvan: Me: Darian you have jungle fever \nDarian: \" WHAT IS JUNGLE FEVER!?!\" *looks it up* \n\" MALARIA?! \" @darian_chloe"]
[387, "@IamJamesGill @scorbettdavies @JohannBenedikt if I say \"it's important to stay hydrated\" does replacing \"hydrated\" with \"dehydrated\" prove"]
[388, "yall look cute ... gimmie prom fever ."]
[389, "I seriously have baby fever"]
[390, "Hahahahaha still ur more gorg than any girl https://t.co/7G7eJxPAaG"]
[391, "I'm so on a fever that I'm naturally stoned. Just gonna smoke to make sure. Jk."]
[392, "@holaaa_paolaa poor baby :( at least she doesn't have a fever though! they get super fussy"]
[393, "*kate just burped*\n\"that was half Italian dressing, half vomit\""]
[394, "RT @MindblowlngFact: How This Pile Of Whale Vomit Could Net One Lucky Couple Thousands\n\n https://t.co/Pmah1wDZu2"]
[395, "Get well soon. https://t.co/oNZgF4UJ7Z"]
[396, "RT @AskDrBurt: Flu, Cold, Nasty Symptoms and Natural Remedy https://t.co/t7vp8maZ7p"]
[397, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $170.0 https://t.co/vDHSTGukW1 https://t.co/pFYm4mUnss"]
[398, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $170.0 https://t.co/4MjtooX1c3 https://t.co/kp8C6PfuvU"]
[399, "#ndtv Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-... https://t.co/fkzDFtHFFr"]
[400, "@Bugatti_Blankss no.. I have the flu so I took my prescribed Percocet and some Nyquil. But accidentally over did it."]
[401, "I have the flu everything hurts :("]
[402, "or taupe. https://t.co/RU7WRk0eDG"]
[403, "Game of Thrones Fever Begins\nBuy this on https://t.co/nbiw1Psty5 \n#gameofthrones #raven #white #shopping #tshirt https://t.co/d3aDkyOJco"]
[404, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like symptoms after his plane..."]
[405, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/goWl61rCVC"]
[406, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/qbuUN9eVHD"]
[407, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/thuspcgVdj"]
[408, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/LbenJUvBY7"]
[409, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/dTE4uwMTxo"]
[410, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/mQmYUULIDb"]
[411, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/BTZBPZsWy5"]
[412, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/KgwRIzIPGx"]
[413, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/SNFYWl1D7Q"]
[414, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/hIj1XXTe7r"]
[415, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/cS9CtsFPia"]
[416, "THERI STORM AT BOXOFFICE the #Theri fever has hit kerala reigning at the top for a Tamil movie!"]
[417, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/6lPbPoFTKE"]
[418, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/EKvPJwKm77"]
[419, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/UPHHAFopPg"]
[420, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/pQUmCmb3Sm"]
[421, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/WsZHGiKAjE"]
[422, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/J5oRfK7xW9"]
[423, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-... https://t.co/CJ5oH7E2E8 #news"]
[424, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/UzGmQ6YPqt"]
[425, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/TNTv3Zly0w"]
[426, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/RuQw9BTlRV"]
[427, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/DyNN7wCKz0"]
[428, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/LZoL7ee6N5"]
[429, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/eKJdoDljDu"]
[430, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/P6GZ6DO61U"]
[431, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/04HI7jC79q"]
[432, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/m1cpgFwIvw"]
[433, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/fKu6Q8B1yn"]
[434, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/6Jnh7PaNjI"]
[435, "cool fever extra cool? not necessary na nay fever ka to use it???"]
[436, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/m4jfqOZU6e"]
[437, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/KvuB7rUtvZ"]
[438, "Prince Cremated in a Private Ceremony: Prince had been hospitalized, a week earlier, complaining of flu-like s... https://t.co/2TnRlTx0n7"]
[439, "I deadass have a fever rn"]
[440, "Oh hey fever! Nice to see ya! Missed you! Thanks for popping by again! THANKS!!"]
[441, "Episode III: Revenge of the Fever\n\nJake again finds himself in a battle against his own body, which has gone to evil extremes to kill him."]
[442, "Cooking fever"]
[443, "https://t.co/kFWFrVfE5U https://t.co/7nlY7Ih2Tr https://t.co/jiYBECW1LT..."]
[444, "RT @adheenavincent7: THERI STORM AT BOXOFFICE the #Theri fever has hit kerala reigning at the top for a Tamil movie!"]
[445, "Kylie - Fever"]
[446, "@Moon__Elijah with th effect wearin off fast b4 u no it u r experiencin flu like symptoms\"DT's\"."]
[447, "@Beyonce you stuck a toe in that #LEMONADE... Yes ma'am, you made that like yo feet were thirsty and dang near dehydrated! Slay Beyonce Slay"]
[448, "@kayy__k still running a fever?"]
[449, "RT @behindyourback: Wine a cold, whiskey a fever"]
[450, "Empire beats Tri-Cities Fever on the road, 52-39\nhttps://t.co/55aMJRjueH"]
[451, "I liked a @YouTube video https://t.co/ZTWAzxZz2g PARTICLE FEVER - Official Trailer (2014) HD"]
[452, "RT @evankirstel: Thermal billboard can detect a fever | Springwise #digitalhealth Source by Julie Bennett... https://t.co/la8aa7M01P"]
[453, "Aan de grens met Gaza is het \"business as usual\" https://t.co/fY9cs262SO https://t.co/fYV3eKJin5"]
[454, "cute Baby sneezing: https://t.co/pffX7Z1DxI via @YouTube"]
[455, "@FEKamuiBot A HERO TO SAVEME FROM THE FLU"]
[456, "When you're stuck home with the flu and let your boyfriend go out on his bike for a 'drive' and it's been 4 hours..."]
[457, "Tida mampo polang tidor diselokan \nvomit kru https://t.co/kfK7ATSOG7"]
[458, "The esteem about isochronal chagres fever vaccinations: ojVYam https://t.co/BmPi8CWhUA"]
[459, "I did a real adult thing today and got a flu shot all by myself. #fuckwithme"]
[460, "Call it the flu game https://t.co/bRwc1jSjXb #NBA, #Basketball, #Canadian basketball, #Toronto Raptors, #Raptors, https://t.co/pDF5bFL0UT"]
[461, "idk if its really hot today or i got fever im not feeling well a bit"]
[462, "@Lyricoldrap don't censor the vomit it's allowed on utube"]
[463, "@MelanieIglesias dang girl you gave me jungle fever donkey Kong be tripping..look for a certain kinda fine peky nose chin girl."]
[464, "Diarrhea cause i didn't even eat anything else"]
[465, "Loisa Fever #ASAPHaloHalo"]
[466, "Flu e Botafogo reeditam semi de 2015 e decidem vaga na final do Carioca https://t.co/okfoGCnpyW #Sou #Botafogo"]
[467, "Flu e Botafogo reeditam semi de 2015 e decidem vaga na final do Carioca: Em Volta Redonda, Tricolor entra em c... https://t.co/gfkgTGvu88"]
[468, "The sudden fever made my head feel like utter shit"]
[469, "Listen to Instrumental - Jungle Fever https://t.co/23RP3j6UVg #ascap"]
[470, "RT @DickSkinMask: Manic fever dream pulsations reverberating back and forth"]
[471, "Superpitcher - Fever https://t.co/RpgQN32JCP #nowplaying"]
[472, "@Beard_cula thanks man! Damn flu..."]
[473, "thanks to everyone who wasn't being too weird when I was tripping out from my fever yesterday. \nYou were just the right amount of weird."]
